Street address,Trading name,Number of seats,Longitude,Latitude,Type
790-814 Collins Street,Code Black,4,144.9458305,-37.821044,Cafe
234 Little Bourke Street,Yang's Braised Chicken Rice,70,144.9658727,-37.81222127,Cafe
123-125 Lygon Street,Mercadante Pizza,30,144.9660342,-37.80408996,Cafe
1 Phillip Court,Subway,12,144.920988,-37.82600955,Cafe
218-224 Drummond Street,La Cacciatora Restaurant,80,144.9685975,-37.80116198,Cafe
430-436 Little Collins Street,Cafe Vue,42,144.9601101,-37.81596878,Cafe
320 Lygon Street,Donnini's ,70,144.9675104,-37.79953749,Cafe
2-24 Waterview Walk,Ginger Leaf Thai Restaurant ,70,144.9479753,-37.81925128,Cafe
309-325 Bourke Street,Cultured Salad,84,144.9645323,-37.81445406,Cafe
189-203 William Street,Mr Q Grab & Go,50,144.9570408,-37.8146364,Cafe
415-421 St Kilda Road,The Alley,35,144.9770428,-37.83774553,Cafe
23-99 Commercial Road,Alf's Cafe,130,144.982664,-37.84633593,Cafe
23-27 Market Lane,Shoya Melbourne,120,144.9691148,-37.81173945,Cafe
183-265 La Trobe Street,Max Brenner-Chocolate Bar,46,144.9630189,-37.81073331,Cafe
25-31 Spring Street,Kappo,30,144.9741019,-37.81454561,Cafe
807-811 Bourke Street,Cafernatics Forte,14,144.9450661,-37.81970478,Cafe
59-63 Bourke Street,Spaghetti Tree ,330,144.9715659,-37.81212537,Cafe
392-406 Bourke Street,Ohsso,15,144.9617562,-37.81416355,Cafe
422-428 Queen Street,Muleta's,50,144.9581156,-37.80861319,Cafe
199-209 Collins Street,La Vita Buona 'The Good Life' Cellar Bar Deli,34,144.9674304,-37.81584777,Cafe
20-30 Convention Centre Place,West Village NYC,40,144.9523782,-37.82539976,Cafe
267-275 Flinders Lane,Degraves Espresso,31,144.9654844,-37.81710105,Cafe
4-10 Bank Place,Treviso,16,144.9606423,-37.81669009,Cafe
68-78 Hardware Lane,Vons Restaurant & Bar,24,144.9611061,-37.8130703,Cafe
114-120 Russell Street,Sezar,100,144.9689753,-37.81350285,Cafe
111-129 Bourke Street,Burma Lane,85,144.9701092,-37.81281453,Cafe
422-428 Collins Street,Massi,50,144.9599965,-37.81679183,Cafe
83-129 Victoria Street,Market Espresso & Trolley Hire,28,144.9572395,-37.80745984,Cafe
604 Swanston Street,Norsiah's Kitchen,28,144.9643119,-37.80188571,Cafe
23-37 Star Crescent,LeCirque,40,144.9378299,-37.81315031,Cafe
364-372 Lonsdale Street,Mamak ,100,144.9614561,-37.81220274,Cafe
179-181 Domain Road,Domain Brasserie,20,144.9820364,-37.83431435,Cafe
8 Whiteman Street,Bistro Guillaume,35,144.9586604,-37.82312164,Cafe
221 Little Lonsdale Street,Red Spice QV,205,144.9657034,-37.810658,Cafe
3 Southgate Avenue,Red Emperor,100,144.9662623,-37.82066923,Cafe
700-704 Bourke Street,In a Rush,18,144.9493733,-37.81733574,Cafe
364 Lygon Street,Seasalt Fish & Sushi Bar,17,144.9676437,-37.79828024,Cafe
309-325 Bourke Street,Riva Cafe Bar,26,144.9645323,-37.81445406,Cafe
28-32 Elizabeth Street,KFC,48,144.9648816,-37.81729894,Cafe
840-850 Collins Street,Burger Edge,60,144.9445328,-37.82092961,Cafe
34-36 Block Place,Cafe Segovia,21,144.9643901,-37.81526825,Cafe
654-670 Bourke Street,Dotspot,6,144.9540371,-37.81626998,Cafe
2-24 Waterview Walk,Six Drops Coffee House,26,144.9479753,-37.81925128,Cafe
235-251 Bourke Street,Starbucks,70,144.9665978,-37.81376503,Cafe
551-555 Little Lonsdale Street,The Little Cafe,26,144.9555653,-37.81329521,Cafe
641-679 Collins Street,Espresso Hub,60,144.9530968,-37.81969578,Cafe
309-325 Bourke Street,Grasshoppers Feast,16,144.9645323,-37.81445406,Cafe
1-9 Spring Street,The Truffula Seed Cafe,36,144.9739716,-37.81505201,Cafe
3 Southgate Avenue,Damon Bradley Southgate,31,144.9662623,-37.82066923,Cafe
655-657 Spencer Street,Cafe 6six 5fifty 5five,13,144.9449051,-37.80643136,Cafe
262-276 Lorimer Street,Bonnie and Duke Cafe Port Melbourne,4,144.9050213,-37.82653298,Cafe
744-770 Bourke Street,Favoloso,31,144.947217,-37.81817241,Cafe
387 Little Bourke Street,Coffee 7,12,144.9613937,-37.81379622,Cafe
821-827 Bourke Street,Coffee Gauge,16,144.9441447,-37.82029136,Cafe
435-443 Little Collins Street,Marrakech Bar,50,144.9600859,-37.81638558,Cafe
25-45 Collins Street,No35,200,144.9726281,-37.81430616,Cafe
74 Victoria Street,J Hong Restaurant,20,144.9653525,-37.80670091,Cafe
28-32 Block Place,Olio Cucina,16,144.9644662,-37.81529155,Cafe
205-207 Russell Street,Aunty Frankles,60,144.9672984,-37.81169847,Cafe
107-127 Queens Bridge Street,Vegie Kitchen,80,144.9607407,-37.82491492,Cafe
31-41 Swanston Street,Tasty Indian Restaurant,35,144.9667041,-37.81674222,Cafe
68-70 Little Collins Street,Boney,60,144.9713311,-37.81284117,Cafe
242-244 Lygon Street,Front Cooking School,50,144.9672606,-37.80151178,Cafe
269-321 Lonsdale Street,Charlie & Co,52,144.9638386,-37.81245199,Cafe
553 St Kilda Road,Cafe Ella,70,144.9803782,-37.84685298,Cafe
131-135 Bourke Street,Heirloom ,30,144.9694638,-37.8130107,Cafe
207-361 Flinders Street,Pho Flinders,48,144.9654659,-37.81866105,Cafe
1-5 Errol Street,Oskar,20,144.9489789,-37.80488639,Cafe
733-747 Collins Street,Subway,24,144.9494345,-37.82089145,Cafe
31 Errol Street,S & J Sushi Noodle Town,24,144.9488818,-37.80430161,Cafe
27-35 Little Bourke Street,Mezzo ,90,144.97183,-37.8109435,Cafe
115-123 Hardware Street,Bowert to Williamsburg,12,144.9603936,-37.81210735,Cafe
22-26 Corrs Lane,Fukuryu Ramen,60,144.9683249,-37.8109979,Cafe
494-512 Bourke Street,Cafenatics ,80,144.9587607,-37.81494883,Cafe
747-757 Bourke Street,Dome Bakery Cafe,12,144.9479753,-37.81925128,Cafe
486-492 Bourke Street,Cafe Euro Food & Wine Bar,119,144.9591969,-37.81499761,Cafe
27-45 Whiteman Street,KFC,75,144.9583432,-37.82559096,Cafe
639 Lonsdale Street,Piccolo,3,144.9535531,-37.8153588,Cafe
522-536 Swanston Street,El Pronto,12,144.9636402,-37.80430744,Cafe
25-77 Stubbs Street,Cheeky Brothers,8,144.9358418,-37.7914562,Cafe
269-321 Lonsdale Street,Jones the Grocer,140,144.9638386,-37.81245199,Cafe
113-129 Sturt Street,Malthouse Kitchen,40,144.9669591,-37.8271278,Cafe
220 Spencer Street,Higher Ground,120,144.9535531,-37.8153588,Cafe
40-66 Siddeley Street,Bababoi,16,144.9525486,-37.82290352,Cafe
599 Elizabeth Street,Cafe Perri & Perri Cine Video and Photography,16,144.9581215,-37.80434979,Cafe
215 Victoria Street,Don Camillo Cafe Bar Restaurant,45,144.954241,-37.80592219,Cafe
89-91 City Road,Sopranos,50,144.9651132,-37.8225552,Cafe
85-87 Peel Street,Hello Jose,20,144.9555843,-37.80619737,Cafe
164-170 Flinders Street,Movida,70,144.9690862,-37.81670922,Cafe
2 Swanston Street,ACMI Cafe & Bar,120,144.9699175,-37.81784465,Cafe
124-126 Little Bourke Street,Golden Orchid Restaurant,4,144.9687601,-37.81131219,Cafe
111-129 Bourke Street,Crisp Creative Salad,12,144.9701092,-37.81281453,Cafe
23-25 Tattersalls Lane,Shanghai Dumpling Restaurant,195,144.9654386,-37.8118662,Cafe
269-321 Lonsdale Street,Din Tai Fung,200,144.9638386,-37.81245199,Cafe
228-236 Flinders Street,Ratee Thai,12,144.9665517,-37.81724878,Cafe
542-546 Little Bourke Street,SMXL,50,144.9563672,-37.81477885,Cafe
715-727 Bourke Street,Grain 717,44,144.9502584,-37.81864992,Cafe
359-373 Collins Street,Cafenatics 367,56,144.9624418,-37.81728432,Cafe
294-296 Lygon Street,Cafe Trevi,120,144.9673485,-37.80004498,Cafe
535 Little Lonsdale Street,Back Pocket Little Lonsdale,30,144.9560169,-37.8134766,Cafe
8 Whiteman Street,Lucky Chans,140,144.9586604,-37.82312164,Cafe
56-62 Leveson Street,Cafe Trutrack,20,144.9514854,-37.80284239,Cafe
474 Little Lonsdale Street,Zhan Beers,24,144.9554126,-37.81301654,Cafe
114-120 Russell Street,Postal Hall,15,144.9689753,-37.81350285,Cafe
183-265 La Trobe Street,Monkey King Bar,180,144.9630189,-37.81073331,Cafe
2-48 Harbour Esplanade,Cafe La Kiss,60,144.9484725,-37.82183078,Cafe
548-558 Little Bourke Street,Scugnizzo Ristorante ,80,144.9559421,-37.81491966,Cafe
1-9 Freshwater Place,Blossom Espresso ,8,144.962154,-37.82167834,Cafe
78-84 Bourke Street,Grossi Florentino,210,144.9708473,-37.81172969,Cafe
76 Bourke Street,Ombra,75,144.9709443,-37.81170263,Cafe
263-329 Lorimer Street,Pier 35 Bar & Grill,40,144.9052161,-37.82483593,Cafe
243-249 Swanston Street,The Lounge,64,144.9647365,-37.81230108,Cafe
221 Little Lonsdale Street,Hanaichi,24,144.9657034,-37.810658,Cafe
2-24 Waterview Walk,De Asian Flavours,24,144.9479753,-37.81925128,Cafe
163-261 Spencer Street,Degani @ Southern Cross Station,45,144.951187,-37.81501701,Cafe
207-227 City Road,Boyd Cafe,30,144.9612867,-37.82576299,Cafe
139-143 Bouverie Street,Cafe Tre Sette,24,144.9616994,-37.80322367,Cafe
76 Wellington Parade,Hard Pressed,46,144.987555,-37.81637751,Cafe
160 Spring Street,Strangers Corridor,60,144.974119,-37.81087579,Cafe
688 Queensberry Street,Beatrix Cafe,12,144.944463,-37.80227413,Cafe
494-512 Bourke Street,Prime House,30,144.9587607,-37.81494883,Cafe
93-101 Spring Street,Cafe Excello ,32,144.9731836,-37.81260039,Cafe
791-847 Collins Street,The Groove Train ,60,144.9457644,-37.82205739,Cafe
220-228 Lygon Street,Little Lygon Restaurant,26,144.9671892,-37.80191702,Cafe
706-738 Bourke Street,Hawkers Corner,28,144.9490176,-37.81792089,Cafe
407-409 Swanston Street,Joomak Korean Restaurant,60,144.9631797,-37.80895593,Cafe
226-236 Russell Street,Izakaya Chuji Japanese Restaurant,12,144.9676444,-37.81098272,Cafe
306-320 Little Lonsdale Street,Paperboy Kitchen,18,144.9602803,-37.81158232,Cafe
195-197 Russell Street,Da Hu Peking Duck Restaurant,120,144.9674041,-37.81199728,Cafe
8 Whiteman Street,Cervo ,80,144.9586604,-37.82312164,Cafe
301 Elizabeth Street,G2 Korean BBQ,74,144.9616267,-37.81161119,Cafe
310-312 Drummond Street,The Town Mouse,16,144.9691211,-37.79853797,Cafe
303 Exhibition Street,Decoy Art House Cafe,50,144.968788,-37.80884782,Cafe
385 Bourke Street,Oli & Levi,40,144.9629442,-37.81491502,Cafe
706-738 Bourke Street,Salud Espresso Bar,30,144.9490176,-37.81792089,Cafe
487-503 Collins Street,Alluvial Restaurant,110,144.9581185,-37.81853877,Cafe
34-56 Poplar Road,Poplars,10,144.9479354,-37.77810275,Cafe
58-70 Lorimer Street,Zen Izakaya,32,144.946356,-37.82488026,Cafe
124 La Trobe Street,Pearson and Murph'y Cafe,76,144.9645504,-37.80818365,Cafe
1-9 Powlett Street,Persillade,77,144.9848341,-37.81608793,Cafe
6-12 Atkin Street,Saluministi,38,144.9486384,-37.80374164,Cafe
323 Lygon Street,Milk The Cow,20,144.9671258,-37.79777439,Cafe
522-534 Collins Street,Mr Mason,125,144.9568348,-37.81767359,Cafe
744-770 Bourke Street,Kollabo,70,144.947217,-37.81817241,Cafe
109-117 Swanston Street,Chocolate Arcade,24,144.9657774,-37.81507697,Cafe
1-5 Errol Street,Oskar,25,144.9489789,-37.80488639,Cafe
381-405 Royal Parade,Primary Cafe,70,144.9586811,-37.78398214,Cafe
258 Elgin Street,Cafe Sua Da,6,144.9655339,-37.79670704,Cafe
181 William Street,Mamma Mia,14,144.9573923,-37.81531863,Cafe
335-349 Little Collins Street,Blahnik,48,144.9632938,-37.81554941,Cafe
515 Little Bourke Street,Lt Osteria,65,144.9573923,-37.81531863,Cafe
153-163 Barry Street,Baretto Cafe,15,144.9592807,-37.80023307,Cafe
299 Spring Street,Lost Angel Bar & Restaurant ,60,144.9710147,-37.80814522,Cafe
10-20 Olympic Boulevard,The Glasshouse Eatery,70,144.9823854,-37.82487806,Cafe
87-89 Flinders Lane,Terra Rossa,5,144.9713925,-37.81542975,Cafe
258-274 Collins Street,Runya's Room,48,144.9648999,-37.81536587,Cafe
49-89 Turner Street,Hall St Cafe,59,144.9253775,-37.82304058,Cafe
364-372 Lonsdale Street,Zam Zam Restaurant ,55,144.9614561,-37.81220274,Cafe
148-150 Lygon Street,Pasta Rustica Ristorante,115,144.966737,-37.80366897,Cafe
97-103 Elizabeth Street,Sacred Alley Espresso Bar,12,144.9634979,-37.81592157,Cafe
137-161 Grey Street,Zouki Cafe,68,144.9841619,-37.81229599,Cafe
52-54 Collins Street,Koko Black Chocolate,15,144.9718392,-37.81355886,Cafe
2 Convention Centre Place,Citizen Cafe,33,144.9523782,-37.82539976,Cafe
56-62 Lygon Street,Artee Cafe,42,144.9664413,-37.80566982,Cafe
199-209 Collins Street,Lobby Lounge,70,144.9674304,-37.81584777,Cafe
26-32 King Street,Gami Chicken & Beer,80,144.957466,-37.81952934,Cafe
20-30 Convention Centre Place,Common Man,59,144.9523782,-37.82539976,Cafe
121 Exhibition Street,Urban Deli SX1,98,144.9701092,-37.81281453,Cafe
269-321 Lonsdale Street,The Tea Salon,82,144.9638386,-37.81245199,Cafe
183-265 La Trobe Street,Elles Naturally,30,144.9630189,-37.81073331,Cafe
305-331 City Road,McDonald's,40,144.9578749,-37.82832676,Cafe
457-471 Bourke Street,Cafe Felice,14,144.9601886,-37.81547268,Cafe
175 Lygon Street,Chocolateria San Churro,24,144.9664856,-37.80156205,Cafe
385 Bourke Street,Black Velvet Galleria,6,144.9629442,-37.81491502,Cafe
1 Gower Street,Kensington Pizza ,42,144.9301099,-37.79467114,Cafe
425-427 Docklands Drive,Goldleaf BBQ Cuisine,93,144.9390269,-37.81517782,Cafe
8 Whiteman Street,Rosetta,63,144.9586604,-37.82312164,Cafe
706-738 Bourke Street,Sargon,23,144.9490176,-37.81792089,Cafe
394-400 Lonsdale Street,Hash Specialty Coffee And Roasters,70,144.9605306,-37.81240787,Cafe
50-56 Lorimer Street,Hooks @ The Yarra,60,144.9476471,-37.82461477,Cafe
18-22 McKillop Street,Dip In Cafe,100,144.9618186,-37.81514598,Cafe
178-190 Little Bourke Street,Juicy Bao,70,144.966942,-37.81186912,Cafe
317-321 Little Collins Street,Brown Sugar Cafe,30,144.9642254,-37.81528948,Cafe
212-224 King Street,Delhi Rocks,50,144.9553894,-37.81500707,Cafe
791-847 Collins Street,Rhumba's At Docklands,101,144.9457644,-37.82205739,Cafe
186 King Street,Kedai Satay,75,144.9556966,-37.8156735,Cafe
27-45 Whiteman Street,Mr Hive Kitchen & Bar,358,144.9583432,-37.82559096,Cafe
93-101 Spring Street,Coffee Exchange,45,144.9731836,-37.81260039,Cafe
717-731 Collins Street,Hudsons Coffee Collins Square,19,144.9500934,-37.82068699,Cafe
27-45 Whiteman Street,McDonalds,75,144.9583432,-37.82559096,Cafe
330-344 Little Lonsdale Street,Corner Lane Cafe,17,144.9596748,-37.81181165,Cafe
8 Whiteman Street,Dinner by Heston,60,144.9586604,-37.82312164,Cafe
470-472 Little Lonsdale Street,The Workers Food Room,30,144.9555039,-37.81299012,Cafe
253 Lygon Street,La Parisienne Pates,38,144.9668266,-37.79954259,Cafe
715-727 Bourke Street,Asuka Sushi,28,144.9502584,-37.81864992,Cafe
133-159 Victoria Street,Market Lane Cafe,20,144.9572395,-37.80745984,Cafe
30 Guildford Lane,Cat Cafe Melbourne,24,144.9598681,-37.81123352,Cafe
168-170 Rathdowne Street,The Olive Jar,9,144.9711498,-37.7953809,Cafe
168-174 Bourke Street,Mappen Ramen Bar,44,144.968248,-37.81251216,Cafe
737-743 Bourke Street,Nine Elephants Thai Restaurant,10,144.9489519,-37.81914692,Cafe
28-32 Block Place,Olio Cucina,88,144.9644662,-37.81529155,Cafe
522-534 Collins Street,Fourteen On 3,66,144.9568348,-37.81767359,Cafe
253 Lygon Street,La Parisienne Pates,12,144.9668266,-37.79954259,Cafe
391 St Kilda Road,@Rice Cafe & Bar,48,144.9757194,-37.83548357,Cafe
230-238 Swanston Street,Belleville,130,144.9654266,-37.8123299,Cafe
3 Southgate Avenue,Pure South Dining,20,144.9662623,-37.82066923,Cafe
320-386 Epsom Road,Zigzag Salads & Burgers,32,144.9155212,-37.78257294,Cafe
11-15 Elizabeth Street,McDonalds,130,144.9644996,-37.81782922,Cafe
523-525 Little Lonsdale Street,Drumtong,72,144.9563971,-37.81311232,Cafe
23-37 Star Crescent,Subway,6,144.9378299,-37.81315031,Cafe
303 Lygon Street,Tiamo Coffee,50,144.9670898,-37.79822136,Cafe
189-203 William Street,Tahini Lebanese Diner,126,144.9570408,-37.8146364,Cafe
103-107 Errol Street,Auction Rooms,12,144.9494609,-37.8024571,Cafe
296-310 La Trobe Street,Klik Cafe ,19,144.9604349,-37.81010387,Cafe
351-357 Collins Street,O-Bento,8,144.9627888,-37.81722704,Cafe
18-24 Market Lane,Hofbrouhaus Restaurant,150,144.9694031,-37.81175137,Cafe
16 Celestial Avenue,Heyday Hong Kong Cafe,16,144.9663726,-37.81181046,Cafe
 Peel Street,Pizza @ QV,36,144.9572395,-37.80745984,Cafe
515 Little Bourke Street,Lt Osteria,24,144.9573923,-37.81531863,Cafe
34-56 Poplar Road,Poplars,32,144.9479354,-37.77810275,Cafe
457-471 Bourke Street,Cafe Felice,40,144.9601886,-37.81547268,Cafe
439-441 Docklands Drive,James Squire,72,144.9390269,-37.81517782,Cafe
32-38 Bourke Street,Takumi Japanese Restaurant,50,144.9719781,-37.81136083,Cafe
21-27 McKillop Street,Red Spice Road,200,144.9614687,-37.8152325,Cafe
35-47 Coventry Street,Billy's Pantry,84,144.9693922,-37.82956555,Cafe
355-357 Exhibition Street,Thailicious,25,144.9681732,-37.80752222,Cafe
161-173 Domain Road,Botanical Hotel,150,144.9816996,-37.83431735,Cafe
18-20 Little La Trobe Street,Dokidoki Japanese Restaurant,41,144.9628186,-37.80912871,Cafe
252-254 Flinders Lane,Eurolane Cafe ,8,144.9655966,-37.8166033,Cafe
45 Collins Street,Tazio Birraria & Pizzeria,36,144.9726281,-37.81430616,Cafe
612-624 Collins Street,Bingo Wrap,12,144.9543505,-37.81867544,Cafe
452-470 Flinders Street,Shuji Sushi,30,144.9586012,-37.81946849,Cafe
468-478 Collins Street,Royal Stacks,105,144.9583339,-37.81753764,Cafe
221 Little Lonsdale Street,Shophouse Kitcken,80,144.9657034,-37.810658,Cafe
118-122 Bourke Street,Wagyu One,102,144.969548,-37.81207418,Cafe
818-838 Collins Street,O-Bento,78,144.9450469,-37.82100111,Cafe
64-90 Sutton Street,64 Sutton,150,144.937872,-37.7916558,Cafe
499 Macaulay Road,Grounded House A Coffee Place,14,144.9294451,-37.79458129,Cafe
319-323 Swanston Street,Simmer Huang,85,144.9640475,-37.81076317,Cafe
391 St Kilda Road,@Rice Cafe & Bar,13,144.9757194,-37.83548357,Cafe
95-97 Lygon Street,I Love Istanbul,12,144.9659498,-37.80467681,Cafe
35-37 Poplar Road,Orygen Soul Cafe,45,144.9477601,-37.78084548,Cafe
462-468 Swanston Street,The Big Mama,6,144.96333,-37.8060084,Cafe
209-213 Elizabeth Street,Captains of Industry,45,144.962548,-37.81354034,Cafe
139-143 Bouverie Street,Cafe Tre Sette,42,144.9616994,-37.80322367,Cafe
78A Wellington Parade,Geppetto Trattoria,6,144.9874273,-37.81636296,Cafe
100-116 Bourke Street,Chine On Paramount / Chine Express ,100,144.9697778,-37.81170307,Cafe
2 West Gate Freeway,KFC,40,144.918605,-37.8310487,Cafe
115-119 Collins Street,Philippe,96,144.9700073,-37.81473508,Cafe
40-50 Bourke Street,Cafe On Bourke,100,144.971689,-37.81137728,Cafe
386-392 Lonsdale Street,Zambrero,22,144.9607949,-37.81236842,Cafe
194-200 Bourke Street,Wagaya Japanese Restaurant,20,144.9672768,-37.8124312,Cafe
18 Queen Street,Bond Street Kitchen,44,144.9625773,-37.81829599,Cafe
519-539 St Kilda Road,Rosco's @ Chevron,38,144.9798191,-37.8455379,Cafe
23 Lansdowne Street,Cafe Lansdowne,33,144.9781229,-37.80904405,Cafe
466-468 Little Lonsdale Street,Silhouette's Cafe & Restaurant,22,144.955573,-37.81290439,Cafe
353-359 Little Collins Street,Fugazza,6,144.9629844,-37.81570426,Cafe
18-38 Siddeley Street,Yarra Dragon,20,144.9536422,-37.82253633,Cafe
32-54 Lonsdale Street,Urban Table Expresso,71,144.9707325,-37.8091842,Cafe
235-251 Bourke Street,Warra Warra,34,144.9665978,-37.81376503,Cafe
272-282 Lonsdale Street,Charming Spice,200,144.9639969,-37.81152964,Cafe
24-26 Southgate Avenue,Jarrah Restaurant & Bar,85,144.9671147,-37.82038777,Cafe
35-47 William Street,In a Rush,36,144.9591221,-37.81858017,Cafe
409-413 St Kilda Road,Cafe 409,52,144.9767624,-37.8373358,Cafe
183-265 La Trobe Street,TGI Fridays Restarant & Bar,330,144.9630189,-37.81073331,Cafe
228-230 King Street,Hibachi Japanese Grill ,100,144.955307,-37.81478641,Cafe
82 Wellington Parade,Little Asian House,36,144.9873074,-37.81634891,Cafe
190 Bellair Street,Karelay Patisserie,16,144.9300805,-37.79395787,Cafe
449-451 Elizabeth Street,Malaysian Laksa House,16,144.9602158,-37.80856366,Cafe
517-537 Flinders Lane,Grain Store,75,144.9566017,-37.81988484,Cafe
89-105 Collins Street,Barista 101,38,144.9707498,-37.81492031,Cafe
305 Lygon Street,Tiamo 2,20,144.9670792,-37.79817948,Cafe
253-265 Flinders Lane,Cafe Andiamo,44,144.9659028,-37.81706291,Cafe
415-421 St Kilda Road,Rolld 417 St Kilda,62,144.9770428,-37.83774553,Cafe
100 St Kilda Road,Teatro,100,144.9682264,-37.82094188,Cafe
299 Spring Street,Ways & Means Cafe,32,144.9710147,-37.80814522,Cafe
138-144 Elgin Street,Campos Coffee,12,144.96981,-37.79715068,Cafe
166 Rathdowne Street,Moretons Brasserie,38,144.9711405,-37.79543508,Cafe
196-226 Exhibition Street,Secret Kitchen,300,144.9704962,-37.81055707,Cafe
415-421 St Kilda Road,Aromatic Espresso,62,144.9770428,-37.83774553,Cafe
514-520 Swanston Street,Kitchen 520,50,144.963537,-37.80481107,Cafe
397-407 Docklands Drive,Aree Thai,50,144.9401994,-37.81427742,Cafe
65-67 Flemington Road,Mum Mum Asian Street Food,42,144.9540004,-37.79936937,Cafe
813-817 Bourke Street,Caffe Bambino,6,144.9446836,-37.81993681,Cafe
385-389 Little Lonsdale Street,Pot Lonsdale,100,144.9605406,-37.8118146,Cafe
2 West Gate Freeway,KFC,64,144.918605,-37.8310487,Cafe
326-328 Lygon Street,DOC Espresso,60,144.9674735,-37.79932164,Cafe
61-71 Agnes Street,Aggies Cafe Bar Restaurant,41,144.9799837,-37.81680765,Cafe
377-379 Little Bourke Street,Dex2rose Nitrogen Gelato,32,144.9615983,-37.81379494,Cafe
107-109 Flinders Lane,Bullrun,110,144.9708344,-37.81560645,Cafe
209-211 King Street,Salaam Namaste Dosa Hut CBD,75,144.9549266,-37.81529895,Cafe
37-41 Little Bourke Street,Kri Kri Restaurant,12,144.9715059,-37.81083595,Cafe
